id_client,numero_compte,nom,prenom,email,telephone,age,ville,code_postal,solde_compte,revenu_annuel,carte_credit,type_compte,date_ouverture,statut
CLI000089,6536-536698,Girard,Philippe,philippe.girard@bnc.ca,514-652-3692,38,Trois-Rivières,S1F 2H6,294673.06,185482,4150-5495-1723-9436,Étudiant,2019-03-11,Fermé
CLI000090,8172-940133,Gauthier,Nicolas,nicolas.gauthier@hotmail.com,514-575-7044,37,Gatineau,O1Q 2T0,390028.43,68573,4785-5510-6560-8200,Entreprise,2021-03-03,Actif
CLI000091,5362-187669,Leblanc,Laura,laura.leblanc@yahoo.ca,514-821-5500,72,Québec,O0E 9Z4,317799.67,101320,4593-8594-3370-2321,Épargne,2022-02-09,Suspendu
CLI000092,5666-785670,Bergeron,Emma,emma.bergeron@hotmail.com,514-328-3922,49,Laval,M3W 9V2,297349.22,29739,4889-3056-8225-7348,Premium,2019-05-09,Suspendu
CLI000093,4882-430367,Bouchard,Nicolas,nicolas.bouchard@gmail.com,514-867-5919,23,Trois-Rivières,C6D 6Y5,56393.70,84395,4727-8819-2564-3880,Courant,2020-09-19,Inactif
CLI000094,2729-157495,Bergeron,Isabelle,isabelle.bergeron@gmail.com,514-854-8642,66,Terrebonne,X5T 1Y1,155897.47,42569,4396-2115-1709-6789,Épargne,2021-09-12,Actif
CLI000095,5221-365266,Gauthier,Thomas,thomas.gauthier@outlook.com,514-390-1401,70,Sherbrooke,Y7G 1E5,185198.81,150225,4388-9453-7617-5741,Épargne,2021-10-18,Actif
CLI000096,6460-877712,Pelletier,Sarah,sarah.pelletier@outlook.com,514-798-3018,58,Laval,F7I 6Z3,269917.27,67635,4108-1522-3480-9538,Entreprise,2024-09-23,Actif
CLI000097,3879-730468,Pelletier,Isabelle,isabelle.pelletier@gmail.com,514-983-8676,52,Montréal,O8W 6Z6,475634.48,128574,4478-1092-3919-4539,Entreprise,2018-06-22,Inactif
CLI000098,8964-220165,Gagné,Jean,jean.gagné@hotmail.com,514-507-6911,60,Montréal,Q3Q 0T0,268340.45,122549,4694-7663-9971-5332,Épargne,2023-11-25,Inactif
CLI000099,3606-885743,Boucher,Camille,camille.boucher@bnc.ca,514-296-1105,53,Saguenay,Z1Y 4Z9,118231.67,124624,4252-3963-8527-6172,Épargne,2016-12-17,Actif
CLI000100,7754-503334,Gauthier,Julie,julie.gauthier@bnc.ca,514-817-2929,34,Trois-Rivières,H4F 3R5,338852.66,127640,4928-6893-9226-8835,Étudiant,2024-05-26,Inactif
CLI000101,9558-302354,Gagnon,Luc,luc.gagnon@gmail.com,514-865-6304,74,Trois-Rivières,T1A 9V7,243090.25,115785,4762-6985-2819-7829,Étudiant,2021-02-18,Actif
CLI000102,7332-616914,Lévesque,Marie,marie.lévesque@yahoo.ca,514-895-3354,50,Gatineau,Y4S 4X5,1646.58,220425,4890-3027-4803-7456,Courant,2020-03-01,Actif
CLI000103,7916-975929,Girard,François,françois.girard@bnc.ca,514-498-8185,18,Longueuil,D4L 7J1,442274.41,109404,4763-3752-5771-1084,Courant,2018-01-04,Inactif
CLI000104,8454-689884,Girard,Anne,anne.girard@yahoo.ca,514-613-4072,71,Québec,M9W 6L0,410659.52,31717,4770-9086-3518-3891,Entreprise,2021-02-06,Actif
CLI000105,2181-326895,Pelletier,Julie,julie.pelletier@yahoo.ca,514-247-2755,69,Terrebonne,T4O 9R4,61034.44,176945,4667-3191-4008-1806,Épargne,2022-09-20,Suspendu
CLI000106,6905-125010,Lévesque,Thomas,thomas.lévesque@hotmail.com,514-633-5806,39,Montréal,A1T 2G1,83311.12,118961,4430-8362-1013-8374,Courant,2015-09-02,Inactif
CLI000107,6658-380755,Fortin,François,françois.fortin@outlook.com,514-574-4062,46,Québec,H4M 6Q7,495136.51,208913,4419-5106-6608-9693,Entreprise,2021-02-23,Actif
CLI000108,3860-999845,Bouchard,Sarah,sarah.bouchard@outlook.com,514-444-9539,56,Terrebonne,U3G 3C9,264564.79,135979,4285-9003-2536-1713,Épargne,2020-07-21,Inactif
CLI000109,5159-882749,Bergeron,Isabelle,isabelle.bergeron@hotmail.com,514-588-9402,32,Trois-Rivières,W2B 1Y6,407090.15,199853,4767-9635-7053-6153,Premium,2015-08-28,Actif
CLI000110,5734-163469,Tremblay,Pierre,pierre.tremblay@outlook.com,514-603-2565,58,Québec,M1G 7Z9,90530.96,96855,4745-7774-9417-1411,Premium,2024-02-13,Inactif
CLI000111,7867-734376,Côté,Thomas,thomas.côté@gmail.com,514-547-9041,75,Sherbrooke,O9H 1N1,396086.10,94589,4190-5990-8883-5530,Entreprise,2018-12-08,Inactif
CLI000112,4334-145260,Côté,Sophie,sophie.côté@hotmail.com,514-852-1285,47,Québec,S7G 5F7,265956.99,188351,4587-4591-9334-4559,Étudiant,2021-02-25,Actif
CLI000113,9292-862356,Girard,Laura,laura.girard@bnc.ca,514-664-1995,40,Gatineau,G2W 7Z7,244300.99,211325,4335-2668-8149-2829,Étudiant,2017-05-23,Inactif
CLI000114,7514-813194,Paquette,Emma,emma.paquette@outlook.com,514-654-3985,31,Longueuil,K7P 8V1,123138.00,208661,4989-5123-6668-7519,Courant,2020-04-24,Fermé
CLI000115,1279-800205,Pelletier,Luc,luc.pelletier@outlook.com,514-532-4113,70,Lévis,A2L 9L0,161920.36,146143,4932-3639-1950-4111,Épargne,2017-12-24,Actif
CLI000116,3722-252336,Gagnon,Isabelle,isabelle.gagnon@bnc.ca,514-289-9604,72,Gatineau,E3L 8Z8,63021.10,190274,4983-1889-6889-8206,Entreprise,2022-02-15,Suspendu
CLI000117,8332-193886,Simard,Thomas,thomas.simard@bnc.ca,514-355-4458,59,Gatineau,J6C 7S7,316182.35,111801,4885-7058-7490-9976,Premium,2020-10-28,Suspendu
CLI000118,7052-769334,Paquette,François,françois.paquette@hotmail.com,514-541-1759,68,Laval,J0A 7O0,440865.92,52120,4929-1875-5359-7265,Premium,2020-12-06,Fermé
CLI000119,9927-247446,Bergeron,Sophie,sophie.bergeron@hotmail.com,514-942-9185,59,Québec,R9B 5T1,435554.55,53233,4645-8596-6229-4702,Entreprise,2021-07-08,Inactif
CLI000120,6235-342915,Morin,Nathalie,nathalie.morin@outlook.com,514-375-8800,36,Longueuil,W6N 7S1,18026.30,94554,4829-7930-5677-4766,Épargne,2016-02-28,Actif
CLI000121,9829-798188,Lavoie,Alexandre,alexandre.lavoie@outlook.com,514-369-9157,69,Québec,X8P 0M8,279492.63,243369,4918-2447-8326-3492,Courant,2021-02-07,Fermé
CLI000122,1121-928613,Bergeron,Nathalie,nathalie.bergeron@yahoo.ca,514-804-9732,75,Laval,Y5T 1U6,449766.76,68097,4314-8492-4466-1324,Étudiant,2019-02-22,Suspendu
CLI000123,9776-639679,Gagnon,Thomas,thomas.gagnon@gmail.com,514-908-6700,50,Sherbrooke,S5J 1I1,93312.99,50315,4196-2287-8569-1677,Premium,2015-04-19,Suspendu
CLI000124,6779-728464,Paquette,Nicolas,nicolas.paquette@bnc.ca,514-527-8484,37,Trois-Rivières,Q6E 9Z8,37156.96,68295,4116-1552-7426-9312,Courant,2020-11-06,Actif
CLI000125,2390-892480,Simard,Philippe,philippe.simard@yahoo.ca,514-321-2075,44,Laval,G3M 7A2,38085.67,214869,4687-7325-3842-1695,Entreprise,2023-02-27,Suspendu
CLI000126,6588-823352,Bélanger,Marie,marie.bélanger@bnc.ca,514-718-9988,74,Québec,B5B 3S3,282334.20,154576,4405-9282-3049-5768,Étudiant,2017-02-14,Suspendu
CLI000127,5449-765558,Paquette,Marie,marie.paquette@hotmail.com,514-548-6739,32,Montréal,N0C 6U6,203034.45,58665,4130-6554-5861-7619,Entreprise,2022-01-19,Suspendu
CLI000128,9051-421902,Côté,Anne,anne.côté@outlook.com,514-809-9122,54,Saguenay,N1X 6F7,98319.40,85374,4509-9335-4615-1007,Étudiant,2019-02-02,Inactif
CLI000129,8366-135401,Paquette,David,david.paquette@hotmail.com,514-505-4925,24,Saguenay,D2F 6I3,343253.84,189520,4798-7470-1781-1393,Premium,2020-02-26,Actif
CLI000130,7109-819999,Lévesque,Thomas,thomas.lévesque@bnc.ca,514-391-2802,62,Lévis,B0N 9C8,497151.35,148212,4698-4887-7497-5189,Épargne,2017-07-08,Suspendu
CLI000131,7059-396608,Pelletier,Alexandre,alexandre.pelletier@bnc.ca,514-235-2805,27,Lévis,G3R 7K1,118458.94,32816,4290-4334-5286-8161,Épargne,2024-12-20,Inactif
CLI000132,3971-622028,Bélanger,Marc,marc.bélanger@yahoo.ca,514-711-7653,38,Longueuil,Z4N 6V7,306585.53,90124,4929-4690-7687-6788,Premium,2015-09-14,Actif
CLI000133,1581-712707,Boucher,Thomas,thomas.boucher@outlook.com,514-333-6319,55,Terrebonne,T4O 3V0,265982.08,207213,4210-1832-5464-3724,Premium,2015-12-26,Inactif
CLI000134,7849-550772,Côté,Sarah,sarah.côté@hotmail.com,514-252-8568,38,Laval,O0R 7P9,411116.36,115781,4158-9996-3042-2767,Courant,2020-05-08,Actif
CLI000135,9942-645272,Pelletier,Anne,anne.pelletier@bnc.ca,514-308-3330,35,Sherbrooke,P8Q 1C4,150830.81,152034,4525-5783-2083-3696,Courant,2022-05-24,Suspendu
CLI000136,6209-533841,Bouchard,Nicolas,nicolas.bouchard@outlook.com,514-830-9482,19,Sherbrooke,D8V 3J0,335795.16,45459,4734-9412-6794-9361,Courant,2021-03-21,Inactif
CLI000137,9773-436674,Ouellet,Thomas,thomas.ouellet@gmail.com,514-948-1121,32,Saguenay,V3G 8L9,436703.79,25325,4875-8696-4544-9141,Entreprise,2019-03-09,Suspendu
CLI000138,3526-885223,Boucher,Julie,julie.boucher@hotmail.com,514-494-2739,45,Montréal,G4L 3P8,406425.52,221498,4332-2706-9733-1189,Premium,2023-09-16,Suspendu
CLI000139,6102-352105,Paquette,David,david.paquette@bnc.ca,514-828-2749,52,Sherbrooke,A9A 4X0,174098.88,238284,4516-4723-5166-9785,Épargne,2018-06-20,Fermé
CLI000140,6267-954896,Boucher,Jean,jean.boucher@hotmail.com,514-235-1909,35,Trois-Rivières,T0J 2Q9,292797.58,236083,4650-5553-2976-8885,Courant,2023-01-28,Suspendu
CLI000141,8724-628091,Côté,Jean,jean.côté@outlook.com,514-766-7104,40,Longueuil,R1C 2C0,412995.80,190048,4324-6327-3612-2215,Entreprise,2019-01-26,Inactif
CLI000142,3570-768939,Bergeron,David,david.bergeron@bnc.ca,514-382-3703,61,Gatineau,W5Z 4N4,371514.29,202100,4425-7773-1349-9881,Épargne,2023-01-04,Fermé
CLI000143,5814-838576,Gagnon,Anne,anne.gagnon@gmail.com,514-524-2139,31,Lévis,B0S 8C8,337956.56,94893,4764-9402-3089-2989,Premium,2015-10-15,Fermé
